PPMI_3319,SI258-SI270,PPMI_WES,PPMI_3319^SI258-SI270^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3319^SI258-SI270^PPMI_WES
PPMI_3319,SI258-SI270,PPMI_WES,PPMI_3319^SI258-SI270^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3319^SI258-SI270^PPMI_WES
PPMI_3320,SI1447-SI1465,PPMI_WES,PPMI_3320^SI1447-SI1465^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3320^SI1447-SI1465^PPMI_WES
PPMI_3320,SI1447-SI1465,PPMI_WES,PPMI_3320^SI1447-SI1465^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3320^SI1447-SI1465^PPMI_WES
PPMI_3320,SI1447-SI1465,PPMI_WES,PPMI_3320^SI1447-SI1465^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3320^SI1447-SI1465^PPMI_WES
PPMI_3320,SI1447-SI1465,PPMI_WES,PPMI_3320^SI1447-SI1465^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3320^SI1447-SI1465^PPMI_WES
PPMI_3321,SI1200-SI1208,PPMI_WES,PPMI_3321^SI1200-SI1208^PPMI_WES.SN987^189^C4GYAACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3321^SI1200-SI1208^PPMI_WES
PPMI_3321,SI1200-SI1208,PPMI_WES,PPMI_3321^SI1200-SI1208^PPMI_WES.SN987^189^C4GYAACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3321^SI1200-SI1208^PPMI_WES
PPMI_3321,SI1200-SI1208,PPMI_WES,PPMI_3321^SI1200-SI1208^PPMI_WES.SN987^189^C4GYAACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3321^SI1200-SI1208^PPMI_WES
PPMI_3321,SI1200-SI1208,PPMI_WES,PPMI_3321^SI1200-SI1208^PPMI_WES.SN987^189^C4GYAACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3321^SI1200-SI1208^PPMI_WES
PPMI_3322,SI255-SI235,PPMI_WES,PPMI_3322^SI255-SI235^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3322^SI255-SI235^PPMI_WES
PPMI_3322,SI255-SI235,PPMI_WES,PPMI_3322^SI255-SI235^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3322^SI255-SI235^PPMI_WES
PPMI_3322,SI255-SI235,PPMI_WES,PPMI_3322^SI255-SI235^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3322^SI255-SI235^PPMI_WES
PPMI_3322,SI255-SI235,PPMI_WES,PPMI_3322^SI255-SI235^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3322^SI255-SI235^PPMI_WES
PPMI_3323,SI1122-SI1116,PPMI_WES,PPMI_3323^SI1122-SI1116^PPMI_WES.SN987^185^C4AH9ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3323^SI1122-SI1116^PPMI_WES
PPMI_3323,SI1122-SI1116,PPMI_WES,PPMI_3323^SI1122-SI1116^PPMI_WES.SN987^185^C4AH9ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3323^SI1122-SI1116^PPMI_WES
PPMI_3323,SI1122-SI1116,PPMI_WES,PPMI_3323^SI1122-SI1116^PPMI_WES.SN987^185^C4AH9ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3323^SI1122-SI1116^PPMI_WES
PPMI_3323,SI1343-SI1331,PPMI_WES,PPMI_3323^SI1343-SI1331^PPMI_WES.SN987^195^C4HKRACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3323^SI1343-SI1331^PPMI_WES
PPMI_3324,SI1147-SI1141,PPMI_WES,PPMI_3324^SI1147-SI1141^PPMI_WES.SN987^185^C4AH9ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3324^SI1147-SI1141^PPMI_WES
PPMI_3324,SI1147-SI1141,PPMI_WES,PPMI_3324^SI1147-SI1141^PPMI_WES.SN987^185^C4AH9ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3324^SI1147-SI1141^PPMI_WES
PPMI_3324,SI1147-SI1141,PPMI_WES,PPMI_3324^SI1147-SI1141^PPMI_WES.SN987^185^C4AH9ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3324^SI1147-SI1141^PPMI_WES
PPMI_3324,SI1399-SI1386,PPMI_WES,PPMI_3324^SI1399-SI1386^PPMI_WES.SN987^195^C4HKRACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3324^SI1399-SI1386^PPMI_WES
PPMI_3325,SI266-SI243,PPMI_WES,PPMI_3325^SI266-SI243^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3325^SI266-SI243^PPMI_WES
PPMI_3325,SI266-SI243,PPMI_WES,PPMI_3325^SI266-SI243^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3325^SI266-SI243^PPMI_WES
PPMI_3325,SI266-SI243,PPMI_WES,PPMI_3325^SI266-SI243^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3325^SI266-SI243^PPMI_WES
PPMI_3325,SI266-SI243,PPMI_WES,PPMI_3325^SI266-SI243^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3325^SI266-SI243^PPMI_WES
PPMI_3326,SI402-SI398,PPMI_WES,PPMI_3326^SI402-SI398^PPMI_WES.SN987^198^C4JBEACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3326^SI402-SI398^PPMI_WES
PPMI_3326,SI402-SI398,PPMI_WES,PPMI_3326^SI402-SI398^PPMI_WES.SN987^198^C4JBEACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3326^SI402-SI398^PPMI_WES
PPMI_3326,SI402-SI398,PPMI_WES,PPMI_3326^SI402-SI398^PPMI_WES.SN987^198^C4JBEACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3326^SI402-SI398^PPMI_WES
PPMI_3326,SI402-SI398,PPMI_WES,PPMI_3326^SI402-SI398^PPMI_WES.SN987^198^C4JBEACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3326^SI402-SI398^PPMI_WES
PPMI_3327,SI331-SI349,PPMI_WES,PPMI_3327^SI331-SI349^PPMI_WES.SN987^196^C4J37ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3327^SI331-SI349^PPMI_WES
PPMI_3327,SI331-SI349,PPMI_WES,PPMI_3327^SI331-SI349^PPMI_WES.SN987^196^C4J37ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3327^SI331-SI349^PPMI_WES
PPMI_3327,SI331-SI349,PPMI_WES,PPMI_3327^SI331-SI349^PPMI_WES.SN987^196^C4J37ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3327^SI331-SI349^PPMI_WES
PPMI_3327,SI331-SI349,PPMI_WES,PPMI_3327^SI331-SI349^PPMI_WES.SN987^196^C4J37ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3327^SI331-SI349^PPMI_WES
PPMI_3328,SI401-SI412,PPMI_WES,PPMI_3328^SI401-SI412^PPMI_WES.SN987^198^C4JBEACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3328^SI401-SI412^PPMI_WES
PPMI_3328,SI401-SI412,PPMI_WES,PPMI_3328^SI401-SI412^PPMI_WES.SN987^198^C4JBEACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3328^SI401-SI412^PPMI_WES
PPMI_3328,SI401-SI412,PPMI_WES,PPMI_3328^SI401-SI412^PPMI_WES.SN987^198^C4JBEACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3328^SI401-SI412^PPMI_WES
PPMI_3328,SI401-SI412,PPMI_WES,PPMI_3328^SI401-SI412^PPMI_WES.SN987^198^C4JBEACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3328^SI401-SI412^PPMI_WES
PPMI_3329,SI1476-SI1478,PPMI_WES,PPMI_3329^SI1476-SI1478^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3329^SI1476-SI1478^PPMI_WES
PPMI_3329,SI1476-SI1478,PPMI_WES,PPMI_3329^SI1476-SI1478^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3329^SI1476-SI1478^PPMI_WES
PPMI_3329,SI1476-SI1478,PPMI_WES,PPMI_3329^SI1476-SI1478^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3329^SI1476-SI1478^PPMI_WES
PPMI_3329,SI1476-SI1478,PPMI_WES,PPMI_3329^SI1476-SI1478^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3329^SI1476-SI1478^PPMI_WES
PPMI_3330,SI338-SI355,PPMI_WES,PPMI_3330^SI338-SI355^PPMI_WES.SN987^196^C4J37ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3330^SI338-SI355^PPMI_WES
PPMI_3330,SI338-SI355,PPMI_WES,PPMI_3330^SI338-SI355^PPMI_WES.SN987^196^C4J37ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3330^SI338-SI355^PPMI_WES
PPMI_3330,SI338-SI355,PPMI_WES,PPMI_3330^SI338-SI355^PPMI_WES.SN987^196^C4J37ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3330^SI338-SI355^PPMI_WES
PPMI_3330,SI338-SI355,PPMI_WES,PPMI_3330^SI338-SI355^PPMI_WES.SN987^196^C4J37ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3330^SI338-SI355^PPMI_WES
PPMI_3332,SI373-SI334,PPMI_WES,PPMI_3332^SI373-SI334^PPMI_WES.SN987^196^C4J37ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3332^SI373-SI334^PPMI_WES
PPMI_3332,SI373-SI334,PPMI_WES,PPMI_3332^SI373-SI334^PPMI_WES.SN987^196^C4J37ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3332^SI373-SI334^PPMI_WES
PPMI_3332,SI373-SI334,PPMI_WES,PPMI_3332^SI373-SI334^PPMI_WES.SN987^196^C4J37ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3332^SI373-SI334^PPMI_WES
PPMI_3332,SI373-SI334,PPMI_WES,PPMI_3332^SI373-SI334^PPMI_WES.SN987^196^C4J37ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3332^SI373-SI334^PPMI_WES
PPMI_3333,SI366-SI342,PPMI_WES,PPMI_3333^SI366-SI342^PPMI_WES.SN987^196^C4J37ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3333^SI366-SI342^PPMI_WES
PPMI_3333,SI366-SI342,PPMI_WES,PPMI_3333^SI366-SI342^PPMI_WES.SN987^196^C4J37ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3333^SI366-SI342^PPMI_WES
PPMI_3333,SI366-SI342,PPMI_WES,PPMI_3333^SI366-SI342^PPMI_WES.SN987^196^C4J37ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3333^SI366-SI342^PPMI_WES
PPMI_3333,SI366-SI342,PPMI_WES,PPMI_3333^SI366-SI342^PPMI_WES.SN987^196^C4J37ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3333^SI366-SI342^PPMI_WES
PPMI_3350,SI423-SI572,PPMI_WES,PPMI_3350^SI423-SI572^PPMI_WES.SN159^554^C4VK0ACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3350^SI423-SI572^PPMI_WES
PPMI_3350,SI45-SI105,PPMI_WES,PPMI_3350^SI45-SI105^PPMI_WES.HWI-ST159^526^AC3KFBACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3350^SI45-SI105^PPMI_WES
PPMI_3350,SI45-SI105,PPMI_WES,PPMI_3350^SI45-SI105^PPMI_WES.HWI-ST159^526^AC3KFBACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3350^SI45-SI105^PPMI_WES
PPMI_3350,SI45-SI105,PPMI_WES,PPMI_3350^SI45-SI105^PPMI_WES.HWI-ST159^526^AC3KFBACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3350^SI45-SI105^PPMI_WES
PPMI_3351,SI477-SI421,PPMI_WES,PPMI_3351^SI477-SI421^PPMI_WES.SN159^554^C4VK0ACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3351^SI477-SI421^PPMI_WES
PPMI_3351,SI64-SI43,PPMI_WES,PPMI_3351^SI64-SI43^PPMI_WES.HWI-ST159^526^AC3KFBACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3351^SI64-SI43^PPMI_WES
PPMI_3351,SI64-SI43,PPMI_WES,PPMI_3351^SI64-SI43^PPMI_WES.HWI-ST159^526^AC3KFBACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3351^SI64-SI43^PPMI_WES
PPMI_3351,SI64-SI43,PPMI_WES,PPMI_3351^SI64-SI43^PPMI_WES.HWI-ST159^526^AC3KFBACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3351^SI64-SI43^PPMI_WES
PPMI_3352,SI460-SI463,PPMI_WES,PPMI_3352^SI460-SI463^PPMI_WES.SN159^554^C4VK0ACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3352^SI460-SI463^PPMI_WES
PPMI_3352,SI745-SI749,PPMI_WES,PPMI_3352^SI745-SI749^PPMI_WES.HWI-ST159^527^BC3L8BACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3352^SI745-SI749^PPMI_WES
PPMI_3352,SI745-SI749,PPMI_WES,PPMI_3352^SI745-SI749^PPMI_WES.HWI-ST159^527^BC3L8BACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3352^SI745-SI749^PPMI_WES
PPMI_3352,SI745-SI749,PPMI_WES,PPMI_3352^SI745-SI749^PPMI_WES.HWI-ST159^527^BC3L8BACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3352^SI745-SI749^PPMI_WES
PPMI_3354,SI548-SI464,PPMI_WES,PPMI_3354^SI548-SI464^PPMI_WES.SN159^554^C4VK0ACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3354^SI548-SI464^PPMI_WES
PPMI_3354,SI779-SI750,PPMI_WES,PPMI_3354^SI779-SI750^PPMI_WES.HWI-ST159^527^BC3L8BACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3354^SI779-SI750^PPMI_WES
PPMI_3354,SI779-SI750,PPMI_WES,PPMI_3354^SI779-SI750^PPMI_WES.HWI-ST159^527^BC3L8BACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3354^SI779-SI750^PPMI_WES
PPMI_3354,SI779-SI750,PPMI_WES,PPMI_3354^SI779-SI750^PPMI_WES.HWI-ST159^527^BC3L8BACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3354^SI779-SI750^PPMI_WES
PPMI_3355,SI462-SI459,PPMI_WES,PPMI_3355^SI462-SI459^PPMI_WES.SN159^554^C4VK0ACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3355^SI462-SI459^PPMI_WES
PPMI_3355,SI748-SI744,PPMI_WES,PPMI_3355^SI748-SI744^PPMI_WES.HWI-ST159^527^BC3L8BACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3355^SI748-SI744^PPMI_WES
PPMI_3355,SI748-SI744,PPMI_WES,PPMI_3355^SI748-SI744^PPMI_WES.HWI-ST159^527^BC3L8BACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3355^SI748-SI744^PPMI_WES
PPMI_3355,SI748-SI744,PPMI_WES,PPMI_3355^SI748-SI744^PPMI_WES.HWI-ST159^527^BC3L8BACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3355^SI748-SI744^PPMI_WES
PPMI_3356,SI433-SI573,PPMI_WES,PPMI_3356^SI433-SI573^PPMI_WES.SN159^554^C4VK0ACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3356^SI433-SI573^PPMI_WES
PPMI_3356,SI735-SI788,PPMI_WES,PPMI_3356^SI735-SI788^PPMI_WES.HWI-ST159^527^BC3L8BACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3356^SI735-SI788^PPMI_WES
PPMI_3356,SI735-SI788,PPMI_WES,PPMI_3356^SI735-SI788^PPMI_WES.HWI-ST159^527^BC3L8BACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3356^SI735-SI788^PPMI_WES
PPMI_3356,SI735-SI788,PPMI_WES,PPMI_3356^SI735-SI788^PPMI_WES.HWI-ST159^527^BC3L8BACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3356^SI735-SI788^PPMI_WES
PPMI_3357,SI478-SI450,PPMI_WES,PPMI_3357^SI478-SI450^PPMI_WES.SN159^554^C4VK0ACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3357^SI478-SI450^PPMI_WES
PPMI_3357,SI754-SI741,PPMI_WES,PPMI_3357^SI754-SI741^PPMI_WES.HWI-ST159^527^BC3L8BACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3357^SI754-SI741^PPMI_WES
PPMI_3357,SI754-SI741,PPMI_WES,PPMI_3357^SI754-SI741^PPMI_WES.HWI-ST159^527^BC3L8BACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3357^SI754-SI741^PPMI_WES
PPMI_3357,SI754-SI741,PPMI_WES,PPMI_3357^SI754-SI741^PPMI_WES.HWI-ST159^527^BC3L8BACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3357^SI754-SI741^PPMI_WES
PPMI_3358,SI1733-SI1680,PPMI_WES,PPMI_3358^SI1733-SI1680^PPMI_WES.SN159^555^C4VKVACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3358^SI1733-SI1680^PPMI_WES
PPMI_3358,SI933-SI919,PPMI_WES,PPMI_3358^SI933-SI919^PPMI_WES.SN987^179^C3YM8ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3358^SI933-SI919^PPMI_WES
PPMI_3358,SI933-SI919,PPMI_WES,PPMI_3358^SI933-SI919^PPMI_WES.SN987^179^C3YM8ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3358^SI933-SI919^PPMI_WES
PPMI_3358,SI933-SI919,PPMI_WES,PPMI_3358^SI933-SI919^PPMI_WES.SN987^179^C3YM8ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3358^SI933-SI919^PPMI_WES
PPMI_3359,SI1639-SI1582,PPMI_WES,PPMI_3359^SI1639-SI1582^PPMI_WES.SN159^555^C4VKVACXX^1,r1.fq.bz2,r2.fq.bz2,PPMI_3359^SI1639-SI1582^PPMI_WES
PPMI_3359,SI61-SI44,PPMI_WES,PPMI_3359^SI61-SI44^PPMI_WES.HWI-ST159^526^AC3KFBACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3359^SI61-SI44^PPMI_WES
PPMI_3359,SI61-SI44,PPMI_WES,PPMI_3359^SI61-SI44^PPMI_WES.HWI-ST159^526^AC3KFBACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3359^SI61-SI44^PPMI_WES
PPMI_3359,SI828-SI798,PPMI_WES,PPMI_3359^SI828-SI798^PPMI_WES.SN159^533^C3RDCACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3359^SI828-SI798^PPMI_WES
PPMI_3360,SI1608-SI1587,PPMI_WES,PPMI_3360^SI1608-SI1587^PPMI_WES.SN159^555^C4VKVACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3360^SI1608-SI1587^PPMI_WES
PPMI_3360,SI949-SI943,PPMI_WES,PPMI_3360^SI949-SI943^PPMI_WES.SN987^181^C4223ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3360^SI949-SI943^PPMI_WES
PPMI_3360,SI949-SI943,PPMI_WES,PPMI_3360^SI949-SI943^PPMI_WES.SN987^181^C4223ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3360^SI949-SI943^PPMI_WES
PPMI_3360,SI949-SI943,PPMI_WES,PPMI_3360^SI949-SI943^PPMI_WES.SN987^181^C4223ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3360^SI949-SI943^PPMI_WES
PPMI_3361,SI525-SI529,PPMI_WES,PPMI_3361^SI525-SI529^PPMI_WES.SN159^554^C4VK0ACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3361^SI525-SI529^PPMI_WES
PPMI_3361,SI770-SI774,PPMI_WES,PPMI_3361^SI770-SI774^PPMI_WES.HWI-ST159^527^BC3L8BACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3361^SI770-SI774^PPMI_WES
PPMI_3361,SI770-SI774,PPMI_WES,PPMI_3361^SI770-SI774^PPMI_WES.HWI-ST159^527^BC3L8BACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3361^SI770-SI774^PPMI_WES
PPMI_3361,SI770-SI774,PPMI_WES,PPMI_3361^SI770-SI774^PPMI_WES.HWI-ST159^527^BC3L8BACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3361^SI770-SI774^PPMI_WES
PPMI_3362,SI1045-SI1063,PPMI_WES,PPMI_3362^SI1045-SI1063^PPMI_WES.SN987^183^C49AAACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3362^SI1045-SI1063^PPMI_WES
PPMI_3362,SI1657-SI1687,PPMI_WES,PPMI_3362^SI1657-SI1687^PPMI_WES.SN159^555^C4VKVACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3362^SI1657-SI1687^PPMI_WES
PPMI_3362,SI604-SI616,PPMI_WES,PPMI_3362^SI604-SI616^PPMI_WES.HWI-ST987^204^AC5BHJACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3362^SI604-SI616^PPMI_WES
PPMI_3362,SI604-SI616,PPMI_WES,PPMI_3362^SI604-SI616^PPMI_WES.HWI-ST987^204^AC5BHJACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3362^SI604-SI616^PPMI_WES
PPMI_3362,SI604-SI616,PPMI_WES,PPMI_3362^SI604-SI616^PPMI_WES.HWI-ST987^204^AC5BHJACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3362^SI604-SI616^PPMI_WES
PPMI_3362,SI604-SI616,PPMI_WES,PPMI_3362^SI604-SI616^PPMI_WES.HWI-ST987^204^AC5BHJACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3362^SI604-SI616^PPMI_WES
PPMI_3362,SI909-SI923,PPMI_WES,PPMI_3362^SI909-SI923^PPMI_WES.SN987^179^C3YM8ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3362^SI909-SI923^PPMI_WES
PPMI_3362,SI909-SI923,PPMI_WES,PPMI_3362^SI909-SI923^PPMI_WES.SN987^179^C3YM8ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3362^SI909-SI923^PPMI_WES
PPMI_3364,SI1056-SI1009,PPMI_WES,PPMI_3364^SI1056-SI1009^PPMI_WES.SN987^183^C49AAACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3364^SI1056-SI1009^PPMI_WES
PPMI_3364,SI1674-SI1579,PPMI_WES,PPMI_3364^SI1674-SI1579^PPMI_WES.SN159^555^C4VKVACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3364^SI1674-SI1579^PPMI_WES
PPMI_3364,SI916-SI887,PPMI_WES,PPMI_3364^SI916-SI887^PPMI_WES.SN987^179^C3YM8ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3364^SI916-SI887^PPMI_WES
PPMI_3364,SI916-SI887,PPMI_WES,PPMI_3364^SI916-SI887^PPMI_WES.SN987^179^C3YM8ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3364^SI916-SI887^PPMI_WES
PPMI_3365,SI1685-SI1690,PPMI_WES,PPMI_3365^SI1685-SI1690^PPMI_WES.SN159^555^C4VKVACXX^1,r1.fq.bz2,r2.fq.bz2,PPMI_3365^SI1685-SI1690^PPMI_WES
PPMI_3365,SI78-SI80,PPMI_WES,PPMI_3365^SI78-SI80^PPMI_WES.HWI-ST159^526^AC3KFBACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3365^SI78-SI80^PPMI_WES
PPMI_3365,SI78-SI80,PPMI_WES,PPMI_3365^SI78-SI80^PPMI_WES.HWI-ST159^526^AC3KFBACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3365^SI78-SI80^PPMI_WES
PPMI_3365,SI846-SI848,PPMI_WES,PPMI_3365^SI846-SI848^PPMI_WES.SN159^533^C3RDCACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3365^SI846-SI848^PPMI_WES
PPMI_3366,SI1658-SI1756,PPMI_WES,PPMI_3366^SI1658-SI1756^PPMI_WES.SN159^555^C4VKVACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3366^SI1658-SI1756^PPMI_WES
PPMI_3366,SI972-SI1006,PPMI_WES,PPMI_3366^SI972-SI1006^PPMI_WES.SN987^181^C4223ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3366^SI972-SI1006^PPMI_WES
PPMI_3366,SI972-SI1006,PPMI_WES,PPMI_3366^SI972-SI1006^PPMI_WES.SN987^181^C4223ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3366^SI972-SI1006^PPMI_WES
PPMI_3366,SI972-SI1006,PPMI_WES,PPMI_3366^SI972-SI1006^PPMI_WES.SN987^181^C4223ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3366^SI972-SI1006^PPMI_WES
PPMI_3367,SI1607-SI1741,PPMI_WES,PPMI_3367^SI1607-SI1741^PPMI_WES.SN159^555^C4VKVACXX^2,r1.fq.bz2,r2.fq.bz2,PPMI_3367^SI1607-SI1741^PPMI_WES
PPMI_3367,SI816-SI874,PPMI_WES,PPMI_3367^SI816-SI874^PPMI_WES.SN159^533^C3RDCACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3367^SI816-SI874^PPMI_WES
PPMI_3368,SI142-SI133,PPMI_WES,PPMI_3368^SI142-SI133^PPMI_WES.SN159^547^C4D64ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3368^SI142-SI133^PPMI_WES
PPMI_3368,SI142-SI133,PPMI_WES,PPMI_3368^SI142-SI133^PPMI_WES.SN159^547^C4D64ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3368^SI142-SI133^PPMI_WES
PPMI_3368,SI142-SI133,PPMI_WES,PPMI_3368^SI142-SI133^PPMI_WES.SN159^547^C4D64ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3368^SI142-SI133^PPMI_WES
PPMI_3368,SI142-SI133,PPMI_WES,PPMI_3368^SI142-SI133^PPMI_WES.SN159^547^C4D64ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3368^SI142-SI133^PPMI_WES
PPMI_3369,SI1378-SI1390,PPMI_WES,PPMI_3369^SI1378-SI1390^PPMI_WES.SN987^195^C4HKRACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3369^SI1378-SI1390^PPMI_WES
