PPMI_3544,SI1521-SI1496,PPMI_WES,PPMI_3544^SI1521-SI1496^PPMI_WES.HWI-ST159^561^BC4HUUACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3544^SI1521-SI1496^PPMI_WES
PPMI_3544,SI1521-SI1496,PPMI_WES,PPMI_3544^SI1521-SI1496^PPMI_WES.HWI-ST159^561^BC4HUUACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3544^SI1521-SI1496^PPMI_WES
PPMI_3544,SI1521-SI1496,PPMI_WES,PPMI_3544^SI1521-SI1496^PPMI_WES.HWI-ST159^561^BC4HUUACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3544^SI1521-SI1496^PPMI_WES
PPMI_3550,SI12-SI8,PPMI_WES,PPMI_3550^SI12-SI8^PPMI_WES.SN987^168^C2NHHACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3550^SI12-SI8^PPMI_WES
PPMI_3550,SI12-SI8,PPMI_WES,PPMI_3550^SI12-SI8^PPMI_WES.SN987^168^C2NHHACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3550^SI12-SI8^PPMI_WES
PPMI_3550,SI12-SI8,PPMI_WES,PPMI_3550^SI12-SI8^PPMI_WES.SN987^168^C2NHHACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3550^SI12-SI8^PPMI_WES
PPMI_3550,SI454-SI438,PPMI_WES,PPMI_3550^SI454-SI438^PPMI_WES.SN159^554^C4VK0ACXX^1,r1.fq.bz2,r2.fq.bz2,PPMI_3550^SI454-SI438^PPMI_WES
PPMI_3550,SI595-SI593,PPMI_WES,PPMI_3550^SI595-SI593^PPMI_WES.HWI-ST987^204^AC5BHJACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3550^SI595-SI593^PPMI_WES
PPMI_3550,SI595-SI593,PPMI_WES,PPMI_3550^SI595-SI593^PPMI_WES.HWI-ST987^204^AC5BHJACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3550^SI595-SI593^PPMI_WES
PPMI_3550,SI595-SI593,PPMI_WES,PPMI_3550^SI595-SI593^PPMI_WES.HWI-ST987^204^AC5BHJACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3550^SI595-SI593^PPMI_WES
PPMI_3550,SI595-SI593,PPMI_WES,PPMI_3550^SI595-SI593^PPMI_WES.HWI-ST987^204^AC5BHJACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3550^SI595-SI593^PPMI_WES
PPMI_3551,SI31-SI24,PPMI_WES,PPMI_3551^SI31-SI24^PPMI_WES.SN987^168^C2NHHACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3551^SI31-SI24^PPMI_WES
PPMI_3551,SI31-SI24,PPMI_WES,PPMI_3551^SI31-SI24^PPMI_WES.SN987^168^C2NHHACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3551^SI31-SI24^PPMI_WES
PPMI_3551,SI31-SI24,PPMI_WES,PPMI_3551^SI31-SI24^PPMI_WES.SN987^168^C2NHHACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3551^SI31-SI24^PPMI_WES
PPMI_3551,SI528-SI508,PPMI_WES,PPMI_3551^SI528-SI508^PPMI_WES.SN159^554^C4VK0ACXX^1,r1.fq.bz2,r2.fq.bz2,PPMI_3551^SI528-SI508^PPMI_WES
PPMI_3552,SI545-SI533,PPMI_WES,PPMI_3552^SI545-SI533^PPMI_WES.SN159^554^C4VK0ACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3552^SI545-SI533^PPMI_WES
PPMI_3554,SI486-SI556,PPMI_WES,PPMI_3554^SI486-SI556^PPMI_WES.SN159^554^C4VK0ACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3554^SI486-SI556^PPMI_WES
PPMI_3554,SI65-SI95,PPMI_WES,PPMI_3554^SI65-SI95^PPMI_WES.HWI-ST159^526^AC3KFBACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3554^SI65-SI95^PPMI_WES
PPMI_3554,SI65-SI95,PPMI_WES,PPMI_3554^SI65-SI95^PPMI_WES.HWI-ST159^526^AC3KFBACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3554^SI65-SI95^PPMI_WES
PPMI_3554,SI65-SI95,PPMI_WES,PPMI_3554^SI65-SI95^PPMI_WES.HWI-ST159^526^AC3KFBACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3554^SI65-SI95^PPMI_WES
PPMI_3556,SI542-SI502,PPMI_WES,PPMI_3556^SI542-SI502^PPMI_WES.SN159^554^C4VK0ACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3556^SI542-SI502^PPMI_WES
PPMI_3557,SI538-SI437,PPMI_WES,PPMI_3557^SI538-SI437^PPMI_WES.SN159^554^C4VK0ACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3557^SI538-SI437^PPMI_WES
PPMI_3563,SI430-SI519,PPMI_WES,PPMI_3563^SI430-SI519^PPMI_WES.SN159^554^C4VK0ACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3563^SI430-SI519^PPMI_WES
PPMI_3563,SI732-SI767,PPMI_WES,PPMI_3563^SI732-SI767^PPMI_WES.HWI-ST159^527^BC3L8BACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3563^SI732-SI767^PPMI_WES
PPMI_3563,SI732-SI767,PPMI_WES,PPMI_3563^SI732-SI767^PPMI_WES.HWI-ST159^527^BC3L8BACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3563^SI732-SI767^PPMI_WES
PPMI_3563,SI732-SI767,PPMI_WES,PPMI_3563^SI732-SI767^PPMI_WES.HWI-ST159^527^BC3L8BACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3563^SI732-SI767^PPMI_WES
PPMI_3564,SI493-SI512,PPMI_WES,PPMI_3564^SI493-SI512^PPMI_WES.SN159^554^C4VK0ACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3564^SI493-SI512^PPMI_WES
PPMI_3564,SI759-SI765,PPMI_WES,PPMI_3564^SI759-SI765^PPMI_WES.HWI-ST159^527^BC3L8BACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3564^SI759-SI765^PPMI_WES
PPMI_3564,SI759-SI765,PPMI_WES,PPMI_3564^SI759-SI765^PPMI_WES.HWI-ST159^527^BC3L8BACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3564^SI759-SI765^PPMI_WES
PPMI_3564,SI759-SI765,PPMI_WES,PPMI_3564^SI759-SI765^PPMI_WES.HWI-ST159^527^BC3L8BACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3564^SI759-SI765^PPMI_WES
PPMI_3565,SI582-SI496,PPMI_WES,PPMI_3565^SI582-SI496^PPMI_WES.SN159^554^C4VK0ACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3565^SI582-SI496^PPMI_WES
PPMI_3565,SI793-SI761,PPMI_WES,PPMI_3565^SI793-SI761^PPMI_WES.HWI-ST159^527^BC3L8BACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3565^SI793-SI761^PPMI_WES
PPMI_3565,SI793-SI761,PPMI_WES,PPMI_3565^SI793-SI761^PPMI_WES.HWI-ST159^527^BC3L8BACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3565^SI793-SI761^PPMI_WES
PPMI_3565,SI793-SI761,PPMI_WES,PPMI_3565^SI793-SI761^PPMI_WES.HWI-ST159^527^BC3L8BACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3565^SI793-SI761^PPMI_WES
PPMI_3567,SI1620-SI1621,PPMI_WES,PPMI_3567^SI1620-SI1621^PPMI_WES.SN159^555^C4VKVACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3567^SI1620-SI1621^PPMI_WES
PPMI_3567,SI897-SI898,PPMI_WES,PPMI_3567^SI897-SI898^PPMI_WES.SN987^179^C3YM8ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3567^SI897-SI898^PPMI_WES
PPMI_3567,SI897-SI898,PPMI_WES,PPMI_3567^SI897-SI898^PPMI_WES.SN987^179^C3YM8ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3567^SI897-SI898^PPMI_WES
PPMI_3567,SI897-SI898,PPMI_WES,PPMI_3567^SI897-SI898^PPMI_WES.SN987^179^C3YM8ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3567^SI897-SI898^PPMI_WES
PPMI_3569,SI1740-SI1672,PPMI_WES,PPMI_3569^SI1740-SI1672^PPMI_WES.SN159^555^C4VKVACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3569^SI1740-SI1672^PPMI_WES
PPMI_3569,SI873-SI842,PPMI_WES,PPMI_3569^SI873-SI842^PPMI_WES.SN159^533^C3RDCACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3569^SI873-SI842^PPMI_WES
PPMI_3569,SI873-SI842,PPMI_WES,PPMI_3569^SI873-SI842^PPMI_WES.SN159^533^C3RDCACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3569^SI873-SI842^PPMI_WES
PPMI_3569,SI873-SI842,PPMI_WES,PPMI_3569^SI873-SI842^PPMI_WES.SN159^533^C3RDCACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3569^SI873-SI842^PPMI_WES
PPMI_3570,SI1616-SI1628,PPMI_WES,PPMI_3570^SI1616-SI1628^PPMI_WES.SN159^555^C4VKVACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3570^SI1616-SI1628^PPMI_WES
PPMI_3570,SI954-SI958,PPMI_WES,PPMI_3570^SI954-SI958^PPMI_WES.SN987^181^C4223ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3570^SI954-SI958^PPMI_WES
PPMI_3570,SI954-SI958,PPMI_WES,PPMI_3570^SI954-SI958^PPMI_WES.SN987^181^C4223ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3570^SI954-SI958^PPMI_WES
PPMI_3570,SI954-SI958,PPMI_WES,PPMI_3570^SI954-SI958^PPMI_WES.SN987^181^C4223ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3570^SI954-SI958^PPMI_WES
PPMI_3571,SI1002-SI962,PPMI_WES,PPMI_3571^SI1002-SI962^PPMI_WES.SN987^181^C4223ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3571^SI1002-SI962^PPMI_WES
PPMI_3571,SI1002-SI962,PPMI_WES,PPMI_3571^SI1002-SI962^PPMI_WES.SN987^181^C4223ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3571^SI1002-SI962^PPMI_WES
PPMI_3571,SI1002-SI962,PPMI_WES,PPMI_3571^SI1002-SI962^PPMI_WES.SN987^181^C4223ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3571^SI1002-SI962^PPMI_WES
PPMI_3571,SI1727-SI1641,PPMI_WES,PPMI_3571^SI1727-SI1641^PPMI_WES.SN159^555^C4VKVACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3571^SI1727-SI1641^PPMI_WES
PPMI_3572,SI1642-SI1752,PPMI_WES,PPMI_3572^SI1642-SI1752^PPMI_WES.SN159^555^C4VKVACXX^3,r1.fq.bz2,r2.fq.bz2,PPMI_3572^SI1642-SI1752^PPMI_WES
PPMI_3572,SI830-SI882,PPMI_WES,PPMI_3572^SI830-SI882^PPMI_WES.SN159^533^C3RDCACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3572^SI830-SI882^PPMI_WES
PPMI_3572,SI830-SI882,PPMI_WES,PPMI_3572^SI830-SI882^PPMI_WES.SN159^533^C3RDCACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3572^SI830-SI882^PPMI_WES
PPMI_3572,SI830-SI882,PPMI_WES,PPMI_3572^SI830-SI882^PPMI_WES.SN159^533^C3RDCACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3572^SI830-SI882^PPMI_WES
PPMI_3573,SI1306-SI1349,PPMI_WES,PPMI_3573^SI1306-SI1349^PPMI_WES.SN987^195^C4HKRACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3573^SI1306-SI1349^PPMI_WES
PPMI_3573,SI889-SI905,PPMI_WES,PPMI_3573^SI889-SI905^PPMI_WES.SN987^179^C3YM8ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3573^SI889-SI905^PPMI_WES
PPMI_3573,SI889-SI905,PPMI_WES,PPMI_3573^SI889-SI905^PPMI_WES.SN987^179^C3YM8ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3573^SI889-SI905^PPMI_WES
PPMI_3573,SI889-SI905,PPMI_WES,PPMI_3573^SI889-SI905^PPMI_WES.SN987^179^C3YM8ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3573^SI889-SI905^PPMI_WES
PPMI_3574,SI118-SI129,PPMI_WES,PPMI_3574^SI118-SI129^PPMI_WES.SN159^547^C4D64ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3574^SI118-SI129^PPMI_WES
PPMI_3574,SI118-SI129,PPMI_WES,PPMI_3574^SI118-SI129^PPMI_WES.SN159^547^C4D64ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3574^SI118-SI129^PPMI_WES
PPMI_3574,SI118-SI129,PPMI_WES,PPMI_3574^SI118-SI129^PPMI_WES.SN159^547^C4D64ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3574^SI118-SI129^PPMI_WES
PPMI_3574,SI118-SI129,PPMI_WES,PPMI_3574^SI118-SI129^PPMI_WES.SN159^547^C4D64ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3574^SI118-SI129^PPMI_WES
PPMI_3575,SI191-SI160,PPMI_WES,PPMI_3575^SI191-SI160^PPMI_WES.SN987^188^C4E91ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3575^SI191-SI160^PPMI_WES
PPMI_3575,SI191-SI160,PPMI_WES,PPMI_3575^SI191-SI160^PPMI_WES.SN987^188^C4E91ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3575^SI191-SI160^PPMI_WES
PPMI_3575,SI191-SI160,PPMI_WES,PPMI_3575^SI191-SI160^PPMI_WES.SN987^188^C4E91ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3575^SI191-SI160^PPMI_WES
PPMI_3575,SI191-SI160,PPMI_WES,PPMI_3575^SI191-SI160^PPMI_WES.SN987^188^C4E91ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3575^SI191-SI160^PPMI_WES
PPMI_3577,SI1325-SI1441,PPMI_WES,PPMI_3577^SI1325-SI1441^PPMI_WES.SN987^195^C4HKRACXX^4,r1.fq.bz2,r2.fq.bz2,PPMI_3577^SI1325-SI1441^PPMI_WES
PPMI_3577,SI895-SI940,PPMI_WES,PPMI_3577^SI895-SI940^PPMI_WES.SN987^179^C3YM8ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3577^SI895-SI940^PPMI_WES
PPMI_3577,SI895-SI940,PPMI_WES,PPMI_3577^SI895-SI940^PPMI_WES.SN987^179^C3YM8ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3577^SI895-SI940^PPMI_WES
PPMI_3577,SI895-SI940,PPMI_WES,PPMI_3577^SI895-SI940^PPMI_WES.SN987^179^C3YM8ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3577^SI895-SI940^PPMI_WES
PPMI_3580,SI1721-SI1627,PPMI_WES,PPMI_3580^SI1721-SI1627^PPMI_WES.SN159^555^C4VKVACXX^2,r1.fq.bz2,r2.fq.bz2,PPMI_3580^SI1721-SI1627^PPMI_WES
PPMI_3580,SI778-SI747,PPMI_WES,PPMI_3580^SI778-SI747^PPMI_WES.HWI-ST159^527^BC3L8BACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3580^SI778-SI747^PPMI_WES
PPMI_3580,SI778-SI747,PPMI_WES,PPMI_3580^SI778-SI747^PPMI_WES.HWI-ST159^527^BC3L8BACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3580^SI778-SI747^PPMI_WES
PPMI_3580,SI863-SI824,PPMI_WES,PPMI_3580^SI863-SI824^PPMI_WES.SN159^533^C3RDCACXX^7,r1.fq.bz2,r2.fq.bz2,PPMI_3580^SI863-SI824^PPMI_WES
PPMI_3581,SI109-SI132,PPMI_WES,PPMI_3581^SI109-SI132^PPMI_WES.SN159^547^C4D64ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3581^SI109-SI132^PPMI_WES
PPMI_3581,SI109-SI132,PPMI_WES,PPMI_3581^SI109-SI132^PPMI_WES.SN159^547^C4D64ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3581^SI109-SI132^PPMI_WES
PPMI_3581,SI109-SI132,PPMI_WES,PPMI_3581^SI109-SI132^PPMI_WES.SN159^547^C4D64ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3581^SI109-SI132^PPMI_WES
PPMI_3581,SI109-SI132,PPMI_WES,PPMI_3581^SI109-SI132^PPMI_WES.SN159^547^C4D64ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3581^SI109-SI132^PPMI_WES
PPMI_3582,SI1140-SI1112,PPMI_WES,PPMI_3582^SI1140-SI1112^PPMI_WES.SN987^185^C4AH9ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3582^SI1140-SI1112^PPMI_WES
PPMI_3582,SI1140-SI1112,PPMI_WES,PPMI_3582^SI1140-SI1112^PPMI_WES.SN987^185^C4AH9ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3582^SI1140-SI1112^PPMI_WES
PPMI_3582,SI1140-SI1112,PPMI_WES,PPMI_3582^SI1140-SI1112^PPMI_WES.SN987^185^C4AH9ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3582^SI1140-SI1112^PPMI_WES
PPMI_3582,SI1385-SI1324,PPMI_WES,PPMI_3582^SI1385-SI1324^PPMI_WES.SN987^195^C4HKRACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3582^SI1385-SI1324^PPMI_WES
PPMI_3584,SI195-SI232,PPMI_WES,PPMI_3584^SI195-SI232^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3584^SI195-SI232^PPMI_WES
PPMI_3584,SI195-SI232,PPMI_WES,PPMI_3584^SI195-SI232^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3584^SI195-SI232^PPMI_WES
PPMI_3584,SI195-SI232,PPMI_WES,PPMI_3584^SI195-SI232^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3584^SI195-SI232^PPMI_WES
PPMI_3584,SI195-SI232,PPMI_WES,PPMI_3584^SI195-SI232^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3584^SI195-SI232^PPMI_WES
PPMI_3585,SI237-SI260,PPMI_WES,PPMI_3585^SI237-SI260^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3585^SI237-SI260^PPMI_WES
PPMI_3585,SI237-SI260,PPMI_WES,PPMI_3585^SI237-SI260^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3585^SI237-SI260^PPMI_WES
PPMI_3585,SI237-SI260,PPMI_WES,PPMI_3585^SI237-SI260^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3585^SI237-SI260^PPMI_WES
PPMI_3585,SI237-SI260,PPMI_WES,PPMI_3585^SI237-SI260^PPMI_WES.HWI-ST159^556^AC4HT6ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3585^SI237-SI260^PPMI_WES
PPMI_3586,SI193-SI221,PPMI_WES,PPMI_3586^SI193-SI221^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3586^SI193-SI221^PPMI_WES
PPMI_3586,SI193-SI221,PPMI_WES,PPMI_3586^SI193-SI221^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3586^SI193-SI221^PPMI_WES
PPMI_3586,SI193-SI221,PPMI_WES,PPMI_3586^SI193-SI221^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^7,r1.fq.gz,r2.fq.gz,PPMI_3586^SI193-SI221^PPMI_WES
PPMI_3586,SI193-SI221,PPMI_WES,PPMI_3586^SI193-SI221^PPMI_WES.HWI-ST987^186^AC4GY6ACXX^8,r1.fq.gz,r2.fq.gz,PPMI_3586^SI193-SI221^PPMI_WES
PPMI_3587,SI1164-SI1110,PPMI_WES,PPMI_3587^SI1164-SI1110^PPMI_WES.SN987^185^C4AH9ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3587^SI1164-SI1110^PPMI_WES
PPMI_3587,SI1164-SI1110,PPMI_WES,PPMI_3587^SI1164-SI1110^PPMI_WES.SN987^185^C4AH9ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3587^SI1164-SI1110^PPMI_WES
PPMI_3587,SI1164-SI1110,PPMI_WES,PPMI_3587^SI1164-SI1110^PPMI_WES.SN987^185^C4AH9ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3587^SI1164-SI1110^PPMI_WES
PPMI_3587,SI1436-SI1322,PPMI_WES,PPMI_3587^SI1436-SI1322^PPMI_WES.SN987^195^C4HKRACXX^6,r1.fq.bz2,r2.fq.bz2,PPMI_3587^SI1436-SI1322^PPMI_WES
PPMI_3588,SI1167-SI1124,PPMI_WES,PPMI_3588^SI1167-SI1124^PPMI_WES.SN987^185^C4AH9ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3588^SI1167-SI1124^PPMI_WES
PPMI_3588,SI1167-SI1124,PPMI_WES,PPMI_3588^SI1167-SI1124^PPMI_WES.SN987^185^C4AH9ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3588^SI1167-SI1124^PPMI_WES
PPMI_3588,SI1167-SI1124,PPMI_WES,PPMI_3588^SI1167-SI1124^PPMI_WES.SN987^185^C4AH9ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3588^SI1167-SI1124^PPMI_WES
PPMI_3588,SI1443-SI1347,PPMI_WES,PPMI_3588^SI1443-SI1347^PPMI_WES.SN987^195^C4HKRACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3588^SI1443-SI1347^PPMI_WES
PPMI_3589,SI1677-SI1654,PPMI_WES,PPMI_3589^SI1677-SI1654^PPMI_WES.SN159^555^C4VKVACXX^8,r1.fq.bz2,r2.fq.bz2,PPMI_3589^SI1677-SI1654^PPMI_WES
PPMI_3589,SI980-SI970,PPMI_WES,PPMI_3589^SI980-SI970^PPMI_WES.SN987^181^C4223ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3589^SI980-SI970^PPMI_WES
PPMI_3589,SI980-SI970,PPMI_WES,PPMI_3589^SI980-SI970^PPMI_WES.SN987^181^C4223ACXX^5,r1.fq.gz,r2.fq.gz,PPMI_3589^SI980-SI970^PPMI_WES
PPMI_3589,SI980-SI970,PPMI_WES,PPMI_3589^SI980-SI970^PPMI_WES.SN987^181^C4223ACXX^6,r1.fq.gz,r2.fq.gz,PPMI_3589^SI980-SI970^PPMI_WES
PPMI_3590,SI1514-SI1501,PPMI_WES,PPMI_3590^SI1514-SI1501^PPMI_WES.HWI-ST159^561^BC4HUUACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3590^SI1514-SI1501^PPMI_WES
PPMI_3590,SI1514-SI1501,PPMI_WES,PPMI_3590^SI1514-SI1501^PPMI_WES.HWI-ST159^561^BC4HUUACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3590^SI1514-SI1501^PPMI_WES
PPMI_3590,SI1514-SI1501,PPMI_WES,PPMI_3590^SI1514-SI1501^PPMI_WES.HWI-ST159^561^BC4HUUACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3590^SI1514-SI1501^PPMI_WES
PPMI_3590,SI1514-SI1501,PPMI_WES,PPMI_3590^SI1514-SI1501^PPMI_WES.HWI-ST159^561^BC4HUUACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3590^SI1514-SI1501^PPMI_WES
PPMI_3591,SI1770-SI1763,PPMI_WES,PPMI_3591^SI1770-SI1763^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3591^SI1770-SI1763^PPMI_WES
PPMI_3591,SI1770-SI1763,PPMI_WES,PPMI_3591^SI1770-SI1763^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3591^SI1770-SI1763^PPMI_WES
PPMI_3591,SI1770-SI1763,PPMI_WES,PPMI_3591^SI1770-SI1763^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3591^SI1770-SI1763^PPMI_WES
PPMI_3591,SI1770-SI1763,PPMI_WES,PPMI_3591^SI1770-SI1763^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3591^SI1770-SI1763^PPMI_WES
PPMI_3592,SI1782-SI1761,PPMI_WES,PPMI_3592^SI1782-SI1761^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3592^SI1782-SI1761^PPMI_WES
PPMI_3592,SI1782-SI1761,PPMI_WES,PPMI_3592^SI1782-SI1761^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3592^SI1782-SI1761^PPMI_WES
PPMI_3592,SI1782-SI1761,PPMI_WES,PPMI_3592^SI1782-SI1761^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3592^SI1782-SI1761^PPMI_WES
PPMI_3592,SI1782-SI1761,PPMI_WES,PPMI_3592^SI1782-SI1761^PPMI_WES.HWI-ST159^567^BC5BN5ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3592^SI1782-SI1761^PPMI_WES
PPMI_3593,SI1477-SI1460,PPMI_WES,PPMI_3593^SI1477-SI1460^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3593^SI1477-SI1460^PPMI_WES
PPMI_3593,SI1477-SI1460,PPMI_WES,PPMI_3593^SI1477-SI1460^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3593^SI1477-SI1460^PPMI_WES
PPMI_3593,SI1477-SI1460,PPMI_WES,PPMI_3593^SI1477-SI1460^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^3,r1.fq.gz,r2.fq.gz,PPMI_3593^SI1477-SI1460^PPMI_WES
PPMI_3593,SI1477-SI1460,PPMI_WES,PPMI_3593^SI1477-SI1460^PPMI_WES.HWI-ST159^557^BC4HM0ACXX^4,r1.fq.gz,r2.fq.gz,PPMI_3593^SI1477-SI1460^PPMI_WES
PPMI_3600,SI539-SI566,PPMI_WES,PPMI_3600^SI539-SI566^PPMI_WES.SN159^554^C4VK0ACXX^5,r1.fq.bz2,r2.fq.bz2,PPMI_3600^SI539-SI566^PPMI_WES
PPMI_3600,SI86-SI101,PPMI_WES,PPMI_3600^SI86-SI101^PPMI_WES.HWI-ST159^526^AC3KFBACXX^1,r1.fq.gz,r2.fq.gz,PPMI_3600^SI86-SI101^PPMI_WES
PPMI_3600,SI86-SI101,PPMI_WES,PPMI_3600^SI86-SI101^PPMI_WES.HWI-ST159^526^AC3KFBACXX^2,r1.fq.gz,r2.fq.gz,PPMI_3600^SI86-SI101^PPMI_WES
