species	x	y
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Acidothermaceae.D_5__Acidothermus	1.05734786469408	0.182092836084557
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Frankiaceae.D_5__Jatrophihabitans	0.561277322758729	0.045123972211163
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Frankiaceae.__	1.00437930769063	-0.819378007094596
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Geodermatophilaceae.D_5__Blastococcus	0.677888561900612	0.278471069339423
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Geodermatophilaceae.D_5__Geodermatophilus	0.550291296415897	0.001503137153144
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Geodermatophilaceae.__	0.585046484045063	0.135440504617711
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__Sporichthyaceae.D_5__uncultured	0.251713001311435	-1.33783642696165
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.D_4__uncultured.__	-1.18638084401034	0.431917893502009
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Frankiales.__.__	0.709886217875395	0.295920278349065
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Glycomycetales.D_4__Glycomycetaceae.D_5__Glycomyces	0.771411204174354	0.326717150024778
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Kineosporiales.D_4__Kineosporiaceae.D_5__Angustibacter	0.485918875796605	-2.97652338444097
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Kineosporiales.D_4__Kineosporiaceae.D_5__Quadrisphaera	-1.51844962349646	0.378455600340897
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Kineosporiales.D_4__Kineosporiaceae.__	0.846587520457484	0.151173318428145
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Cellulomonadaceae.D_5__Actinotalea	-0.509513785828238	0.111636879076967
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Cellulomonadaceae.D_5__Cellulomonas	0.829368049858584	0.425319930269593
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Demequinaceae.D_5__Demequina	0.224658612638087	-4.08594433016041
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Intrasporangiaceae.D_5__Aquipuribacter	-0.342188921623284	0.103672465112067
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Intrasporangiaceae.D_5__Ornithinimicrobium	-0.984634165473473	-0.285812940498125
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Intrasporangiaceae.__	0.889634127927823	0.228576697648945
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Microbacteriaceae.D_5__Agromyces	-0.328296348978904	0.332182283252905
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Microbacteriaceae.__	0.726707752578607	0.096592756041939
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Micrococcaceae.D_5__Kocuria	-0.993338657800673	0.061984037890501
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Micrococcaceae.__	0.653747447769547	0.297913137451416
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.D_4__Promicromonosporaceae.D_5__Promicromonospora	-0.439238478276966	0.178367081672141
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micrococcales.__.__	0.398786776743462	0.07521246187932
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Dactylosporangium	0.816027418510477	0.248102499119124
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Longispora	-0.277251081439665	0.078422816774379
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Luedemannella	-0.6854807634178	0.331435576247489
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Micromonospora	0.760726717942019	0.038998131701891
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Rhizocola	0.838793085003464	0.431575163600158
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__Virgisporangium	0.732161915193714	0.359230832207275
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.D_5__uncultured	0.651661867548362	0.594556198987685
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Micromonosporales.D_4__Micromonosporaceae.__	0.710249011379523	0.131202339958389
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.D_5__Actinopolymorpha	-0.888259993527566	0.224124258921252
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.D_5__Aeromicrobium	0.697115306091653	0.394670746408464
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.D_5__Kribbella	0.831151703871811	0.156001821049032
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.D_5__Marmoricola	0.342122029006929	0.143583457656815
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.D_5__Nocardioides	0.52348902206205	-0.160974105796603
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Nocardioidaceae.__	0.362359723599141	-5.00958771898259
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Propionibacteriaceae.D_5__Cutibacterium	-0.431898323204358	0.090319192591291
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Propionibacteriaceae.D_5__Jiangella	-0.872374851662582	0.358717821734242
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Propionibacteriaceae.D_5__Microlunatus	0.62075953517587	0.122411259776671
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Propionibacteriales.D_4__Propionibacteriaceae.__	-1.31760825572187	0.321769284992499
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Pseudonocardiales.D_4__Pseudonocardiaceae.D_5__Actinophytocola	0.647280459762359	0.883117490407089
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Pseudonocardiales.D_4__Pseudonocardiaceae.D_5__Amycolatopsis	1.16998245489729	0.04473194485911
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Pseudonocardiales.D_4__Pseudonocardiaceae.D_5__Pseudonocardia	0.399367806227479	0.211634314433243
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Pseudonocardiales.D_4__Pseudonocardiaceae.__	0.834609822396756	0.360115889125903
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Streptomycetales.D_4__Streptomycetaceae.D_5__Streptomyces	0.621537434252515	0.002908902009668
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Streptosporangiales.D_4__Streptosporangiaceae.D_5__Nonomuraea	0.620376526588884	-0.650315568502707
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Streptosporangiales.D_4__Streptosporangiaceae.__	0.636262596384395	0.111611482450919
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Streptosporangiales.D_4__Thermomonosporaceae.D_5__Actinoallomurus	-0.142544349924725	-1.62289529330127
D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Streptosporangiales.D_4__Thermomonosporaceae.D_5__Actinocorallia	0.688106579392456	0.350309162990754
