k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__unidentified	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria	1.0	1.0	1.0	27.75	119.0	1.0	1.0	1.0	23.0	31.0	1.0	1.0	5.5	31.25	183.0	1.0	36.75	80.0	309.25	6628.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus	1.0	1.0	6.5	35.0	62.0	1.0	6.25	10.5	44.0	73.0	1.0	1.0	1.0	1.0	91.0	1.0	1.0	1.0	1.75	14.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Melanodiplodia	1.0	7.5	91.5	164.0	493.0	14.0	28.25	36.0	53.0	121.0	1.0	1.0	6.0	19.5	49.0	1.0	7.75	14.0	39.25	269.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__unidentified	1.0	1.0	1.0	1.0	80.0	1.0	1.0	1.0	1.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Morosphaeriaceae;g__Acrocalymma	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	1.0	10.75	17.5	29.0	38.0	11.0	19.75	31.5	43.75	168.0	1.0	3.25	11.5	29.0	66.0	1.0	8.75	12.5	49.25	70.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;__	1.0	1.0	31.5	50.5	146.0	1.0	1.0	21.5	49.25	77.0	1.0	8.5	18.5	39.0	330.0	1.0	9.25	14.5	21.25	38.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Chaetosphaeronema	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	3.75	47.0	1.0	1.0	8.5	25.25	75.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora	1.0	1.0	7.5	18.25	54.0	1.0	8.75	14.5	21.75	26.0	1.0	1.0	11.5	33.25	340.0	1.0	7.0	11.5	21.25	81.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma	1.0	13.75	28.5	42.5	69.0	1.0	38.75	59.5	83.0	129.0	1.0	12.25	35.5	55.75	654.0	1.0	22.25	42.0	77.25	124.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	2.0	13.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	12.0
